"Date","Standard Major Group","Standard Submajor Group","Occupation","Occupation Code","Count"
2009-08-31,"Labourers","Food Preparation Assistants","Pastrycook's Assistant","851211",0
2009-08-31,"Legislators, Administrators and Managers","Corporate Managers","Administration Manager","12222",0
2009-08-31,"Legislators, Administrators and Managers","Corporate Managers","Computer Systems Manager","12271",0
2009-08-31,"Legislators, Administrators and Managers","Corporate Managers","Financial Manager","12224",0
2009-08-31,"Legislators, Administrators and Managers","Corporate Managers","Information Technology Manager","12271",3
2009-08-31,"Legislators, Administrators and Managers","Corporate Managers","IT Manager","12271",0
2009-08-31,"Legislators, Administrators and Managers","Corporate Managers","Marketing Manager","12241",0
2009-08-31,"Legislators, Administrators and Managers","Corporate Managers","Production Manager","12213",0
2009-08-31,"Legislators, Administrators and Managers","Corporate Managers","Sales and/or Marketing Manager","12241",3
2009-08-31,"Legislators, Administrators and Managers","Corporate Managers","Sales Executive","12241",0
2009-08-31,"Legislators, Administrators and Managers","Corporate Managers","Supply and Distribution Manager","12261",0
2009-08-31,"Legislators, Administrators and Managers","Corporate Managers","Works Manager","12213",0
2009-08-31,"Machinery Operators and Drivers","Road and Rail Drivers","Bus Driver","731211",0
2009-08-31,"Managers","Chief Executives, General Managers and Legislators","Corporate General Manager","111211",3
2009-08-31,"Managers","Farmers and Farm Managers","Dairy Cattle Farmer","121313",9
2009-08-31,"Managers","Farmers and Farm Managers","Flower Grower","121212",0
2009-08-31,"Managers","Farmers and Farm Managers","Fruit or Nut Grower","121213",0
2009-08-31,"Managers","Farmers and Farm Managers","Grape Grower","121215",3
2009-08-31,"Managers","Farmers and Farm Managers","Poultry Farmer","121321",0
2009-08-31,"Managers","Farmers and Farm Managers","Vegetable Grower (Aus) / Market Gardener (NZ)","121221",0
2009-08-31,"Managers","Hospitality, Retail and Service Managers","Cafe or Restaurant Manager","141111",21
2009-08-31,"Managers","Hospitality, Retail and Service Managers","Conference and Event Organiser","149311",0
2009-08-31,"Managers","Hospitality, Retail and Service Managers","Customer Service Manager","149212",3
2009-08-31,"Managers","Hospitality, Retail and Service Managers","Financial Institution Branch Manager","149914",3
2009-08-31,"Managers","Hospitality, Retail and Service Managers","Hair or Beauty Salon Manager","142114",3
2009-08-31,"Managers","Hospitality, Retail and Service Managers","Hospitality, Retail and Service Managers nec","149999",3
2009-08-31,"Managers","Hospitality, Retail and Service Managers","Hotel or Motel Manager","141311",3
2009-08-31,"Managers","Hospitality, Retail and Service Managers","Licensed Club Manager","141411",0
2009-08-31,"Managers","Hospitality, Retail and Service Managers","Retail Manager (General)","142111",15
2009-08-31,"Managers","Hospitality, Retail and Service Managers","Travel Agency Manager","142116",3
2009-08-31,"Managers","Specialist Managers","Advertising Manager","131113",3
2009-08-31,"Managers","Specialist Managers","Arts Administrator or Manager","139911",0
2009-08-31,"Managers","Specialist Managers","Construction Project Manager","133111",3
2009-08-31,"Managers","Specialist Managers","Corporate Services Manager","132111",0
2009-08-31,"Managers","Specialist Managers","Education Managers nec","134499",3
2009-08-31,"Managers","Specialist Managers","Engineering Manager","133211",0
2009-08-31,"Managers","Specialist Managers","Faculty Head","134411",3
2009-08-31,"Managers","Specialist Managers","ICT Managers nec","135199",3
2009-08-31,"Managers","Specialist Managers","ICT Project Manager","135112",3
2009-08-31,"Managers","Specialist Managers","Nursing Clinical Director","134212",0
2009-08-31,"Managers","Specialist Managers","Production Manager (Forestry)","133511",3
2009-08-31,"Managers","Specialist Managers","Production Manager (Manufacturing)","133512",3
2009-08-31,"Managers","Specialist Managers","Quality Assurance Manager","139914",3
2009-08-31,"Managers","Specialist Managers","Research and Development Manager","132511",3
2009-08-31,"Managers","Specialist Managers","Sales and Marketing Manager","131112",9
2009-08-31,"Managers","Specialist Managers","School Principal","134311",0
2009-08-31,"Managers","Specialist Managers","Senior Non-commissioned Defence Force Member","139211",3
2009-08-31,"Managers","Specialist Managers","Specialist Managers nec","139999",3
2009-08-31,"Managers","Specialist Managers","Sports Administrator","139915",0
2009-08-31,"Managers","Specialist Managers","Supply and Distribution Manager","133611",6
2009-08-31,"Professionals","Arts and Media Professionals","Journalists and Other Writers nec","212499",0
2009-08-31,"Professionals","Arts and Media Professionals","Print Journalist","212413",0
2009-08-31,"Professionals","Arts and Media Professionals","Radio Presenter","212113",0
2009-08-31,"Professionals","Arts and Media Professionals","Technical Director","212317",3
2009-08-31,"Professionals","Arts and Media Professionals","Visual Arts and Crafts Professionals nec","211499",0
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Accountant (General)","221111",15
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","External Auditor","221213",6
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Finance Broker","222112",0
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Financial Investment Adviser","222311",3
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Gallery or Museum Curator","224212",0
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","ICT Account Manager","225211",0
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","ICT Sales Representative","225213",0
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","ICT Trainer","223211",0
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Information and Organisation Professionals nec","224999",3
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Intelligence Officer","224411",3
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Internal Auditor","221214",9
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Librarian","224611",3
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Management Accountant","221112",3
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Management Consultant","224711",3
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Marketing Specialist","225113",6
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Policy Analyst","224412",3
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Recruitment Consultant","223112",3
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Sales Representative (Industrial Products)","225411",3
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Sales Representative (Medical and Pharmaceutical Products)","225412",3
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Statistician","224113",3
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Taxation Accountant","221113",0
2009-08-31,"Professionals","Business, Human Resource and Marketing Professionals","Technical Sales Representatives nec","225499",0
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Aeronautical Engineer","233911",3
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Agricultural Scientist","234112",0
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Biochemist","234513",3
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Chemical Engineer","233111",3
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Chemist","234211",0
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Civil Engineer","233211",3
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Electrical Engineer","233311",0
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Electronics Engineer","233411",0
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Engineering Professionals nec","233999",0
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Environmental Consultant","234312",0
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Environmental Engineer","233915",3
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Environmental Research Scientist","234313",3
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Environmental Scientists nec","234399",3
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Food Technologist","234212",3
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Geotechnical Engineer","233212",3
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Graphic Designer","232411",6
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Illustrator","232412",0
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Industrial Designer","232312",0
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Industrial Engineer","233511",3
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Interior Designer","232511",3
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Life Scientist (General)","234511",3
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Mechanical Engineer","233512",3
2009-08-31,"Professionals","Design, Engineering, Science and Transport Professionals","Microbiologist","234517",3
