"Date","Occupation Code","Occupation Skill Level","Occupation Standard","Occupation","Count"
2016-05-31,"271311","Skill level 1","ANZSCO","Solicitor",0
2016-05-31,"272314","Skill level 1","ANZSCO","Psychotherapist",0
2016-05-31,"272399","Skill level 1","ANZSCO","Psychologists nec",3
2016-05-31,"272612","Skill level 1","ANZSCO","Recreation Officer (Aus) / Recreation Coordinator (NZ)",0
2016-05-31,"311111","Skill level 2","ANZSCO","Agricultural Technician",0
2016-05-31,"311213","Skill level 2","ANZSCO","Medical Laboratory Technician",3
2016-05-31,"311399","Skill level 2","ANZSCO","Primary Products Inspectors nec",0
2016-05-31,"311411","Skill level 2","ANZSCO","Chemistry Technician",9
2016-05-31,"311413","Skill level 2","ANZSCO","Life Science Technician",0
2016-05-31,"311499","Skill level 2","ANZSCO","Science Technicians nec",3
2016-05-31,"312111","Skill level 2","ANZSCO","Architectural Draftsperson",9
2016-05-31,"312112","Skill level 2","ANZSCO","Building Associate",3
2016-05-31,"312114","Skill level 2","ANZSCO","Construction Estimator",3
2016-05-31,"312116","Skill level 2","ANZSCO","Surveying or Spatial Science Technician",0
2016-05-31,"312199","Skill level 2","ANZSCO","Architectural, Building and Surveying Technicians nec",3
2016-05-31,"312211","Skill level 2","ANZSCO","Civil Engineering Draftsperson",6
2016-05-31,"312212","Skill level 2","ANZSCO","Civil Engineering Technician",6
2016-05-31,"312312","Skill level 2","ANZSCO","Electrical Engineering Technician",3
2016-05-31,"312412","Skill level 2","ANZSCO","Electronic Engineering Technician",9
2016-05-31,"312511","Skill level 2","ANZSCO","Mechanical Engineering Draftsperson",3
2016-05-31,"312512","Skill level 2","ANZSCO","Mechanical Engineering Technician",0
2016-05-31,"312611","Skill level 2","ANZSCO","Safety Inspector",3
2016-05-31,"312911","Skill level 2","ANZSCO","Maintenance Planner",3
2016-05-31,"312999","Skill level 2","ANZSCO","Building and Engineering Technicians nec",0
2016-05-31,"313111","Skill level 2","ANZSCO","Hardware Technician",0
2016-05-31,"313112","Skill level 2","ANZSCO","ICT Customer Support Officer",30
2016-05-31,"313113","Skill level 2","ANZSCO","Web Administrator",0
2016-05-31,"313199","Skill level 2","ANZSCO","ICT Support Technicians nec",18
2016-05-31,"313213","Skill level 2","ANZSCO","Telecommunications Network Planner",0
2016-05-31,"321111","Skill level 3","ANZSCO","Automotive Electrician",6
2016-05-31,"321211","Skill level 3","ANZSCO","Motor Mechanic (General)",9
2016-05-31,"321212","Skill level 3","ANZSCO","Diesel Motor Mechanic",9
2016-05-31,"322114","Skill level 3","ANZSCO","Metal Casting Trades Worker",0
2016-05-31,"322211","Skill level 3","ANZSCO","Sheetmetal Trades Worker",3
2016-05-31,"322311","Skill level 3","ANZSCO","Metal Fabricator",6
2016-05-31,"322313","Skill level 3","ANZSCO","Welder (First Class) (Aus) / Welder (NZ)",0
2016-05-31,"323112","Skill level 3","ANZSCO","Aircraft Maintenance Engineer (Mechanical)",3
2016-05-31,"323211","Skill level 3","ANZSCO","Fitter (General)",3
2016-05-31,"323212","Skill level 3","ANZSCO","Fitter and Turner",6
2016-05-31,"323213","Skill level 3","ANZSCO","Fitter-Welder",6
2016-05-31,"323214","Skill level 3","ANZSCO","Metal Machinist (First Class)",6
2016-05-31,"323299","Skill level 3","ANZSCO","Metal Fitters and Machinists nec",0
2016-05-31,"324111","Skill level 3","ANZSCO","Panelbeater",3
2016-05-31,"331111","Skill level 3","ANZSCO","Bricklayer",3
2016-05-31,"331112","Skill level 3","ANZSCO","Stonemason",3
2016-05-31,"331211","Skill level 3","ANZSCO","Carpenter and Joiner",6
2016-05-31,"331212","Skill level 3","ANZSCO","Carpenter",27
2016-05-31,"331213","Skill level 3","ANZSCO","Joiner",0
2016-05-31,"332111","Skill level 3","ANZSCO","Floor Finisher",3
2016-05-31,"332211","Skill level 3","ANZSCO","Painting Trades Worker",12
2016-05-31,"333111","Skill level 3","ANZSCO","Glazier",0
2016-05-31,"333211","Skill level 3","ANZSCO","Fibrous Plasterer",3
2016-05-31,"333212","Skill level 3","ANZSCO","Solid Plasterer",3
2016-05-31,"333311","Skill level 3","ANZSCO","Roof Tiler",3
2016-05-31,"333411","Skill level 3","ANZSCO","Wall and Floor Tiler",6
2016-05-31,"334111","Skill level 3","ANZSCO","Plumber (General)",3
2016-05-31,"341111","Skill level 3","ANZSCO","Electrician (General)",15
2016-05-31,"342111","Skill level 3","ANZSCO","Airconditioning and Refrigeration Mechanic",6
2016-05-31,"342211","Skill level 3","ANZSCO","Electrical Linesworker (Aus) / Electrical Line Mechanic (NZ)",6
2016-05-31,"342311","Skill level 3","ANZSCO","Business Machine Mechanic",0
2016-05-31,"342313","Skill level 3","ANZSCO","Electronic Equipment Trades Worker",9
2016-05-31,"342314","Skill level 3","ANZSCO","Electronic Instrument Trades Worker (General)",3
2016-05-31,"342315","Skill level 3","ANZSCO","Electronic Instrument Trades Worker (Special Class)",0
2016-05-31,"342411","Skill level 3","ANZSCO","Cabler (Data and Telecommunications)",6
2016-05-31,"342412","Skill level 3","ANZSCO","Telecommunications Cable Jointer",3
2016-05-31,"342414","Skill level 3","ANZSCO","Telecommunications Technician",6
2016-05-31,"351111","Skill level 3","ANZSCO","Baker",24
2016-05-31,"351112","Skill level 3","ANZSCO","Pastrycook",6
2016-05-31,"351211","Skill level 3","ANZSCO","Butcher or Smallgoods Maker",0
2016-05-31,"351311","Skill level 2","ANZSCO","Chef",102
2016-05-31,"351411","Skill level 3","ANZSCO","Cook",9
2016-05-31,"362211","Skill level 3","ANZSCO","Gardener (General)",6
2016-05-31,"362212","Skill level 3","ANZSCO","Arborist",3
2016-05-31,"362213","Skill level 3","ANZSCO","Landscape Gardener",0
2016-05-31,"362411","Skill level 3","ANZSCO","Nurseryperson",3
2016-05-31,"391111","Skill level 3","ANZSCO","Hairdresser",3
2016-05-31,"392211","Skill level 3","ANZSCO","Graphic Pre-press Trades Worker",0
2016-05-31,"392311","Skill level 3","ANZSCO","Printing Machinist",0
2016-05-31,"393213","Skill level 3","ANZSCO","Dressmaker or Tailor",0
2016-05-31,"393311","Skill level 3","ANZSCO","Upholsterer",3
2016-05-31,"394111","Skill level 3","ANZSCO","Cabinetmaker",3
2016-05-31,"394213","Skill level 3","ANZSCO","Wood Machinist",6
2016-05-31,"399111","Skill level 3","ANZSCO","Boat Builder and Repairer",3
2016-05-31,"399211","Skill level 3","ANZSCO","Chemical Plant Operator",3
2016-05-31,"399999","Skill level 3","ANZSCO","Technicians and Trades Workers nec",6
2016-05-31,"411111","Skill level 2","ANZSCO","Ambulance Officer",0
2016-05-31,"411211","Skill level 2","ANZSCO","Dental Hygienist",0
2016-05-31,"411311","Skill level 3","ANZSCO","Diversional Therapist",3
2016-05-31,"411611","Skill level 2","ANZSCO","Massage Therapist",6
2016-05-31,"411711","Skill level 2","ANZSCO","Community Worker",3
2016-05-31,"411712","Skill level 2","ANZSCO","Disabilities Services Officer",3
2016-05-31,"411715","Skill level 2","ANZSCO","Residential Care Officer",9
2016-05-31,"431411","Skill level 3","ANZSCO","Hotel Service Manager",15
2016-05-31,"441111","Skill level 3","ANZSCO","Defence Force Member - Other Ranks",3
2016-05-31,"442216","Skill level 3","ANZSCO","Security Consultant",0
2016-05-31,"452315","Skill level 3","ANZSCO","Swimming Coach or Instructor",0
2016-05-31,"511111","Skill level 2","ANZSCO","Contract Administrator",6
2016-05-31,"511112","Skill level 2","ANZSCO","Program or Project Administrator",27
2016-05-31,"512111","Skill level 2","ANZSCO","Office Manager",15
2016-05-31,"512211","Skill level 2","ANZSCO","Health Practice Manager",3
2016-05-31,"521111","Skill level 3","ANZSCO","Personal Assistant",9
2016-05-31,"521211","Skill level 3","ANZSCO","Secretary (General)",6
2016-05-31,"521212","Skill level 3","ANZSCO","Legal Secretary",0
2016-05-31,"541111","Skill level 3","ANZSCO","Call or Contact Centre Team Leader",3
2016-05-31,"599112","Skill level 2","ANZSCO","Legal Executive",3
2016-05-31,"611211","Skill level 3","ANZSCO","Insurance Agent",0
2016-05-31,"612115","Skill level 3","ANZSCO","Real Estate Representative",0
2016-05-31,"639211","Skill level 3","ANZSCO","Retail Buyer",6
2016-05-31,"841216","Skill level 5","ANZSCO","Vineyard Worker",0
2016-06-30,"(not recorded)","(not recorded)","N/A","(not recorded)",0
2016-06-30,"99999","(not recorded)","NZSCO","Not Stated",39
2016-06-30,"111111","Skill level 1","ANZSCO","Chief Executive or Managing Director",3
2016-06-30,"111211","Skill level 1","ANZSCO","Corporate General Manager",3
2016-06-30,"121213","Skill level 1","ANZSCO","Fruit or Nut Grower",0
2016-06-30,"121215","Skill level 1","ANZSCO","Grape Grower",0
2016-06-30,"121311","Skill level 1","ANZSCO","Apiarist",0
2016-06-30,"121313","Skill level 1","ANZSCO","Dairy Cattle Farmer",15
2016-06-30,"121318","Skill level 1","ANZSCO","Pig Farmer",0
2016-06-30,"131112","Skill level 1","ANZSCO","Sales and Marketing Manager",9
2016-06-30,"131113","Skill level 1","ANZSCO","Advertising Manager",0
2016-06-30,"132111","Skill level 1","ANZSCO","Corporate Services Manager",0
2016-06-30,"132211","Skill level 1","ANZSCO","Finance Manager",3
2016-06-30,"132511","Skill level 1","ANZSCO","Research and Development Manager",3
2016-06-30,"133111","Skill level 1","ANZSCO","Construction Project Manager",9
2016-06-30,"133112","Skill level 1","ANZSCO","Project Builder",0
2016-06-30,"133211","Skill level 1","ANZSCO","Engineering Manager",3
2016-06-30,"133311","Skill level 1","ANZSCO","Importer or Exporter",0
2016-06-30,"133511","Skill level 1","ANZSCO","Production Manager (Forestry)",0
2016-06-30,"133512","Skill level 1","ANZSCO","Production Manager (Manufacturing)",3
2016-06-30,"133611","Skill level 1","ANZSCO","Supply and Distribution Manager",6
2016-06-30,"133612","Skill level 1","ANZSCO","Procurement Manager",3
2016-06-30,"134111","Skill level 1","ANZSCO","Child Care Centre Manager",0
2016-06-30,"134212","Skill level 1","ANZSCO","Nursing Clinical Director",0
2016-06-30,"134299","Skill level 1","ANZSCO","Health and Welfare Services Managers nec",0
2016-06-30,"134499","Skill level 1","ANZSCO","Education Managers nec",3
2016-06-30,"135112","Skill level 1","ANZSCO","ICT Project Manager",15
2016-06-30,"135199","Skill level 1","ANZSCO","ICT Managers nec",0
2016-06-30,"139912","Skill level 1","ANZSCO","Environmental Manager",0
2016-06-30,"139999","Skill level 1","ANZSCO","Specialist Managers nec",0
2016-06-30,"141111","Skill level 2","ANZSCO","Cafe or Restaurant Manager",60
2016-06-30,"141311","Skill level 2","ANZSCO","Hotel or Motel Manager",3
2016-06-30,"141411","Skill level 2","ANZSCO","Licensed Club Manager",0
2016-06-30,"142111","Skill level 2","ANZSCO","Retail Manager (General)",78
2016-06-30,"142114","Skill level 2","ANZSCO","Hair or Beauty Salon Manager",3
2016-06-30,"142116","Skill level 2","ANZSCO","Travel Agency Manager",0
2016-06-30,"149112","Skill level 2","ANZSCO","Fitness Centre Manager",0
2016-06-30,"149212","Skill level 2","ANZSCO","Customer Service Manager",15
2016-06-30,"149311","Skill level 2","ANZSCO","Conference and Event Organiser",3
2016-06-30,"149411","Skill level 2","ANZSCO","Fleet Manager",0
2016-06-30,"149413","Skill level 2","ANZSCO","Transport Company Manager",3
2016-06-30,"149913","Skill level 2","ANZSCO","Facilities Manager",3
2016-06-30,"149999","Skill level 2","ANZSCO","Hospitality, Retail and Service Managers nec",3
2016-06-30,"211411","Skill level 1","ANZSCO","Painter (Visual Arts)",3
2016-06-30,"221111","Skill level 1","ANZSCO","Accountant (General)",15
2016-06-30,"221112","Skill level 1","ANZSCO","Management Accountant",3
2016-06-30,"221113","Skill level 1","ANZSCO","Taxation Accountant",0
2016-06-30,"221213","Skill level 1","ANZSCO","External Auditor",3
2016-06-30,"221214","Skill level 1","ANZSCO","Internal Auditor",0
2016-06-30,"222311","Skill level 1","ANZSCO","Financial Investment Adviser",3
2016-06-30,"223112","Skill level 1","ANZSCO","Recruitment Consultant",3
2016-06-30,"223311","Skill level 1","ANZSCO","Training and Development Professional",0
2016-06-30,"224112","Skill level 1","ANZSCO","Mathematician",0
2016-06-30,"224113","Skill level 1","ANZSCO","Statistician",3
2016-06-30,"224214","Skill level 1","ANZSCO","Records Manager",3
2016-06-30,"224412","Skill level 1","ANZSCO","Policy Analyst",0
2016-06-30,"224711","Skill level 1","ANZSCO","Management Consultant",0
2016-06-30,"224913","Skill level 1","ANZSCO","Migration Agent",3
2016-06-30,"225111","Skill level 1","ANZSCO","Advertising Specialist",3
2016-06-30,"225112","Skill level 1","ANZSCO","Market Research Analyst",0
2016-06-30,"225113","Skill level 1","ANZSCO","Marketing Specialist",18
2016-06-30,"225212","Skill level 1","ANZSCO","ICT Business Development Manager",3
2016-06-30,"225213","Skill level 1","ANZSCO","ICT Sales Representative",6
2016-06-30,"225311","Skill level 1","ANZSCO","Public Relations Professional",0
2016-06-30,"225411","Skill level 1","ANZSCO","Sales Representative (Industrial Products)",3
2016-06-30,"225412","Skill level 1","ANZSCO","Sales Representative (Medical and Pharmaceutical Products)",0
2016-06-30,"225499","Skill level 1","ANZSCO","Technical Sales Representatives nec",3
2016-06-30,"231111","Skill level 1","ANZSCO","Aeroplane Pilot",0
2016-06-30,"232212","Skill level 1","ANZSCO","Surveyor",3
2016-06-30,"232411","Skill level 1","ANZSCO","Graphic Designer",12
2016-06-30,"232413","Skill level 1","ANZSCO","Multimedia Designer",3
2016-06-30,"232414","Skill level 1","ANZSCO","Web Designer",3
2016-06-30,"232611","Skill level 1","ANZSCO","Urban and Regional Planner",0
2016-06-30,"233111","Skill level 1","ANZSCO","Chemical Engineer",3
2016-06-30,"233112","Skill level 1","ANZSCO","Materials Engineer",0
2016-06-30,"233211","Skill level 1","ANZSCO","Civil Engineer",9
2016-06-30,"233212","Skill level 1","ANZSCO","Geotechnical Engineer",3
2016-06-30,"233213","Skill level 1","ANZSCO","Quantity Surveyor",12
2016-06-30,"233214","Skill level 1","ANZSCO","Structural Engineer",6
2016-06-30,"233215","Skill level 1","ANZSCO","Transport Engineer",0
2016-06-30,"233311","Skill level 1","ANZSCO","Electrical Engineer",3
2016-06-30,"233411","Skill level 1","ANZSCO","Electronics Engineer",6
2016-06-30,"233511","Skill level 1","ANZSCO","Industrial Engineer",3
2016-06-30,"233512","Skill level 1","ANZSCO","Mechanical Engineer",12
2016-06-30,"233513","Skill level 1","ANZSCO","Production or Plant Engineer",6
2016-06-30,"233911","Skill level 1","ANZSCO","Aeronautical Engineer",3
2016-06-30,"233915","Skill level 1","ANZSCO","Environmental Engineer",0
2016-06-30,"233916","Skill level 1","ANZSCO","Naval Architect (Aus) / Marine Designer (NZ)",0
2016-06-30,"233999","Skill level 1","ANZSCO","Engineering Professionals nec",3
2016-06-30,"234112","Skill level 1","ANZSCO","Agricultural Scientist",0
2016-06-30,"234211","Skill level 1","ANZSCO","Chemist",0
2016-06-30,"234212","Skill level 1","ANZSCO","Food Technologist",6
2016-06-30,"234213","Skill level 1","ANZSCO","Wine Maker",0
2016-06-30,"234312","Skill level 1","ANZSCO","Environmental Consultant",0
2016-06-30,"234313","Skill level 1","ANZSCO","Environmental Research Scientist",0
2016-06-30,"234399","Skill level 1","ANZSCO","Environmental Scientists nec",0
2016-06-30,"234412","Skill level 1","ANZSCO","Geophysicist",0
2016-06-30,"234514","Skill level 1","ANZSCO","Biotechnologist",3
2016-06-30,"234599","Skill level 1","ANZSCO","Life Scientists nec",0
2016-06-30,"234611","Skill level 1","ANZSCO","Medical Laboratory Scientist",3
2016-06-30,"234711","Skill level 1","ANZSCO","Veterinarian",3
2016-06-30,"241111","Skill level 1","ANZSCO","Early Childhood (Pre-primary School) Teacher",6
2016-06-30,"241213","Skill level 1","ANZSCO","Primary School Teacher",3
2016-06-30,"241411","Skill level 1","ANZSCO","Secondary School Teacher",6
2016-06-30,"242111","Skill level 1","ANZSCO","University Lecturer",15
2016-06-30,"242112","Skill level 1","ANZSCO","University Tutor",0
2016-06-30,"242211","Skill level 1","ANZSCO","Vocational Education Teacher (Aus) / Polytechnic Teacher (NZ)",3
2016-06-30,"249212","Skill level 1","ANZSCO","Dance Teacher (Private Tuition)",0
2016-06-30,"249214","Skill level 1","ANZSCO","Music Teacher (Private Tuition)",0
2016-06-30,"249299","Skill level 1","ANZSCO","Private Tutors and Teachers nec",0
2016-06-30,"249311","Skill level 1","ANZSCO","Teacher of English to Speakers of Other Languages",3
2016-06-30,"251312","Skill level 1","ANZSCO","Occupational Health and Safety Adviser",0
2016-06-30,"251513","Skill level 1","ANZSCO","Retail Pharmacist",3
2016-06-30,"251912","Skill level 1","ANZSCO","Orthotist or Prosthetist",3
2016-06-30,"252111","Skill level 1","ANZSCO","Chiropractor",3
2016-06-30,"252211","Skill level 1","ANZSCO","Acupuncturist",0
2016-06-30,"252312","Skill level 1","ANZSCO","Dentist",0
2016-06-30,"252411","Skill level 1","ANZSCO","Occupational Therapist",3
2016-06-30,"252511","Skill level 1","ANZSCO","Physiotherapist",6
2016-06-30,"252711","Skill level 1","ANZSCO","Audiologist",0
2016-06-30,"253111","Skill level 1","ANZSCO","General Practitioner",0
2016-06-30,"253112","Skill level 1","ANZSCO","Resident Medical Officer",3
2016-06-30,"253211","Skill level 1","ANZSCO","Anaesthetist",3
2016-06-30,"253316","Skill level 1","ANZSCO","Gastroenterologist",3
2016-06-30,"253317","Skill level 1","ANZSCO","Intensive Care Specialist",0
2016-06-30,"253411","Skill level 1","ANZSCO","Psychiatrist",0
2016-06-30,"253912","Skill level 1","ANZSCO","Emergency Medicine Specialist",0
2016-06-30,"253913","Skill level 1","ANZSCO","Obstetrician and Gynaecologist",0
2016-06-30,"253914","Skill level 1","ANZSCO","Ophthalmologist",3
2016-06-30,"253999","Skill level 1","ANZSCO","Medical Practitioners nec",3
2016-06-30,"254412","Skill level 1","ANZSCO","Registered Nurse (Aged Care)",33
2016-06-30,"254414","Skill level 1","ANZSCO","Registered Nurse (Community Health)",3
2016-06-30,"254415","Skill level 1","ANZSCO","Registered Nurse (Critical Care and Emergency)",6
2016-06-30,"254418","Skill level 1","ANZSCO","Registered Nurse (Medical)",3
2016-06-30,"254422","Skill level 1","ANZSCO","Registered Nurse (Mental Health)",0
2016-06-30,"254423","Skill level 1","ANZSCO","Registered Nurse (Perioperative)",6
2016-06-30,"254424","Skill level 1","ANZSCO","Registered Nurse (Surgical)",3
2016-06-30,"254425","Skill level 1","ANZSCO","Registered Nurse (Paediatric)",3
2016-06-30,"254499","Skill level 1","ANZSCO","Registered Nurses nec",3
2016-06-30,"261111","Skill level 1","ANZSCO","ICT Business Analyst",15
2016-06-30,"261112","Skill level 1","ANZSCO","Systems Analyst",6
2016-06-30,"261211","Skill level 1","ANZSCO","Multimedia Specialist",9
2016-06-30,"261212","Skill level 1","ANZSCO","Web Developer",15
2016-06-30,"261311","Skill level 1","ANZSCO","Analyst Programmer",12
2016-06-30,"261312","Skill level 1","ANZSCO","Developer Programmer",24
2016-06-30,"261313","Skill level 1","ANZSCO","Software Engineer",33
2016-06-30,"261314","Skill level 1","ANZSCO","Software Tester",18
2016-06-30,"261399","Skill level 1","ANZSCO","Software and Applications Programmers nec",3
2016-06-30,"262111","Skill level 1","ANZSCO","Database Administrator",3
2016-06-30,"262112","Skill level 1","ANZSCO","ICT Security Specialist",3
2016-06-30,"262113","Skill level 1","ANZSCO","Systems Administrator",3
2016-06-30,"263111","Skill level 1","ANZSCO","Computer Network and Systems Engineer",9
2016-06-30,"263112","Skill level 1","ANZSCO","Network Administrator",0
2016-06-30,"263113","Skill level 1","ANZSCO","Network Analyst",0
2016-06-30,"263212","Skill level 1","ANZSCO","ICT Support Engineer",12
2016-06-30,"263213","Skill level 1","ANZSCO","ICT Systems Test Engineer",9
2016-06-30,"263299","Skill level 1","ANZSCO","ICT Support and Test Engineers nec",3
2016-06-30,"263311","Skill level 1","ANZSCO","Telecommunications Engineer",9
2016-06-30,"263312","Skill level 1","ANZSCO","Telecommunications Network Engineer",6
2016-06-30,"272115","Skill level 1","ANZSCO","Student Counsellor",0
2016-06-30,"272211","Skill level 1","ANZSCO","Minister of Religion",3
2016-06-30,"272311","Skill level 1","ANZSCO","Clinical Psychologist",3
2016-06-30,"272511","Skill level 1","ANZSCO","Social Worker",3
2016-06-30,"311111","Skill level 2","ANZSCO","Agricultural Technician",0
2016-06-30,"311213","Skill level 2","ANZSCO","Medical Laboratory Technician",3
2016-06-30,"311215","Skill level 2","ANZSCO","Pharmacy Technician",3
2016-06-30,"311216","Skill level 3","ANZSCO","Pathology Collector (Aus) / Phlebotomist (NZ)",3
2016-06-30,"311299","Skill level 2","ANZSCO","Medical Technicians nec",0
2016-06-30,"311312","Skill level 2","ANZSCO","Meat Inspector",0
2016-06-30,"311399","Skill level 2","ANZSCO","Primary Products Inspectors nec",3
2016-06-30,"311411","Skill level 2","ANZSCO","Chemistry Technician",6
2016-06-30,"311413","Skill level 2","ANZSCO","Life Science Technician",3
2016-06-30,"311499","Skill level 2","ANZSCO","Science Technicians nec",3
2016-06-30,"312111","Skill level 2","ANZSCO","Architectural Draftsperson",3
2016-06-30,"312112","Skill level 2","ANZSCO","Building Associate",0
2016-06-30,"312113","Skill level 2","ANZSCO","Building Inspector",3
2016-06-30,"312114","Skill level 2","ANZSCO","Construction Estimator",6
2016-06-30,"312116","Skill level 2","ANZSCO","Surveying or Spatial Science Technician",0
2016-06-30,"312199","Skill level 2","ANZSCO","Architectural, Building and Surveying Technicians nec",3
2016-06-30,"312211","Skill level 2","ANZSCO","Civil Engineering Draftsperson",6
2016-06-30,"312212","Skill level 2","ANZSCO","Civil Engineering Technician",3
2016-06-30,"312311","Skill level 2","ANZSCO","Electrical Engineering Draftsperson",0
2016-06-30,"312312","Skill level 2","ANZSCO","Electrical Engineering Technician",3
2016-06-30,"312412","Skill level 2","ANZSCO","Electronic Engineering Technician",3
2016-06-30,"312512","Skill level 2","ANZSCO","Mechanical Engineering Technician",6
2016-06-30,"312611","Skill level 2","ANZSCO","Safety Inspector",3
2016-06-30,"312912","Skill level 2","ANZSCO","Metallurgical or Materials Technician",0
2016-06-30,"312999","Skill level 2","ANZSCO","Building and Engineering Technicians nec",0
2016-06-30,"313111","Skill level 2","ANZSCO","Hardware Technician",6
2016-06-30,"313112","Skill level 2","ANZSCO","ICT Customer Support Officer",36
2016-06-30,"313113","Skill level 2","ANZSCO","Web Administrator",0
2016-06-30,"313199","Skill level 2","ANZSCO","ICT Support Technicians nec",21
2016-06-30,"313212","Skill level 2","ANZSCO","Telecommunications Field Engineer",0
2016-06-30,"321111","Skill level 3","ANZSCO","Automotive Electrician",3
2016-06-30,"321211","Skill level 3","ANZSCO","Motor Mechanic (General)",12
2016-06-30,"321212","Skill level 3","ANZSCO","Diesel Motor Mechanic",9
2016-06-30,"322211","Skill level 3","ANZSCO","Sheetmetal Trades Worker",3
2016-06-30,"322311","Skill level 3","ANZSCO","Metal Fabricator",3
2016-06-30,"322313","Skill level 3","ANZSCO","Welder (First Class) (Aus) / Welder (NZ)",9
2016-06-30,"323211","Skill level 3","ANZSCO","Fitter (General)",3
2016-06-30,"323213","Skill level 3","ANZSCO","Fitter-Welder",9
2016-06-30,"323214","Skill level 3","ANZSCO","Metal Machinist (First Class)",3
2016-06-30,"324111","Skill level 3","ANZSCO","Panelbeater",3
2016-06-30,"324311","Skill level 3","ANZSCO","Vehicle Painter",6
2016-06-30,"331111","Skill level 3","ANZSCO","Bricklayer",3
2016-06-30,"331211","Skill level 3","ANZSCO","Carpenter and Joiner",3
2016-06-30,"331212","Skill level 3","ANZSCO","Carpenter",36
2016-06-30,"331213","Skill level 3","ANZSCO","Joiner",6
2016-06-30,"332111","Skill level 3","ANZSCO","Floor Finisher",3
2016-06-30,"332211","Skill level 3","ANZSCO","Painting Trades Worker",12
2016-06-30,"333111","Skill level 3","ANZSCO","Glazier",3
2016-06-30,"333211","Skill level 3","ANZSCO","Fibrous Plasterer",3
2016-06-30,"333212","Skill level 3","ANZSCO","Solid Plasterer",6
2016-06-30,"333411","Skill level 3","ANZSCO","Wall and Floor Tiler",3
2016-06-30,"334111","Skill level 3","ANZSCO","Plumber (General)",6
2016-06-30,"334113","Skill level 3","ANZSCO","Drainer (Aus) / Drainlayer (NZ)",3
2016-06-30,"334114","Skill level 3","ANZSCO","Gasfitter",0
2016-06-30,"341111","Skill level 3","ANZSCO","Electrician (General)",3
2016-06-30,"341112","Skill level 3","ANZSCO","Electrician (Special Class)",0
2016-06-30,"342111","Skill level 3","ANZSCO","Airconditioning and Refrigeration Mechanic",3
2016-06-30,"342211","Skill level 3","ANZSCO","Electrical Linesworker (Aus) / Electrical Line Mechanic (NZ)",3
2016-06-30,"342313","Skill level 3","ANZSCO","Electronic Equipment Trades Worker",3
2016-06-30,"342314","Skill level 3","ANZSCO","Electronic Instrument Trades Worker (General)",0
2016-06-30,"342411","Skill level 3","ANZSCO","Cabler (Data and Telecommunications)",0
2016-06-30,"342412","Skill level 3","ANZSCO","Telecommunications Cable Jointer",3
2016-06-30,"342414","Skill level 3","ANZSCO","Telecommunications Technician",21
2016-06-30,"351111","Skill level 3","ANZSCO","Baker",27
2016-06-30,"351112","Skill level 3","ANZSCO","Pastrycook",9
2016-06-30,"351211","Skill level 3","ANZSCO","Butcher or Smallgoods Maker",0
2016-06-30,"351311","Skill level 2","ANZSCO","Chef",108
2016-06-30,"351411","Skill level 3","ANZSCO","Cook",12
2016-06-30,"361113","Skill level 3","ANZSCO","Pet Groomer",0
2016-06-30,"361211","Skill level 3","ANZSCO","Shearer",3
2016-06-30,"362211","Skill level 3","ANZSCO","Gardener (General)",3
2016-06-30,"362212","Skill level 3","ANZSCO","Arborist",0
2016-06-30,"362213","Skill level 3","ANZSCO","Landscape Gardener",0
2016-06-30,"362411","Skill level 3","ANZSCO","Nurseryperson",6
2016-06-30,"391111","Skill level 3","ANZSCO","Hairdresser",9
2016-06-30,"392211","Skill level 3","ANZSCO","Graphic Pre-press Trades Worker",6
2016-06-30,"392311","Skill level 3","ANZSCO","Printing Machinist",3
2016-06-30,"392312","Skill level 3","ANZSCO","Small Offset Printer",0
2016-06-30,"393212","Skill level 3","ANZSCO","Clothing Patternmaker",0
2016-06-30,"394111","Skill level 3","ANZSCO","Cabinetmaker",0
2016-06-30,"394211","Skill level 3","ANZSCO","Furniture Finisher",0
2016-06-30,"394213","Skill level 3","ANZSCO","Wood Machinist",9
2016-06-30,"399111","Skill level 3","ANZSCO","Boat Builder and Repairer",0
2016-06-30,"399211","Skill level 3","ANZSCO","Chemical Plant Operator",3
2016-06-30,"399411","Skill level 3","ANZSCO","Jeweller",0
2016-06-30,"399516","Skill level 3","ANZSCO","Sound Technician",0
2016-06-30,"399916","Skill level 3","ANZSCO","Plastics Technician",3
2016-06-30,"399999","Skill level 3","ANZSCO","Technicians and Trades Workers nec",0
2016-06-30,"411213","Skill level 2","ANZSCO","Dental Technician",0
2016-06-30,"411311","Skill level 3","ANZSCO","Diversional Therapist",3
2016-06-30,"411611","Skill level 2","ANZSCO","Massage Therapist",3
2016-06-30,"411711","Skill level 2","ANZSCO","Community Worker",3
2016-06-30,"411712","Skill level 2","ANZSCO","Disabilities Services Officer",3
2016-06-30,"411715","Skill level 2","ANZSCO","Residential Care Officer",6
2016-06-30,"431411","Skill level 3","ANZSCO","Hotel Service Manager",12
2016-06-30,"452311","Skill level 3","ANZSCO","Diving Instructor (Open Water)",0
2016-06-30,"452316","Skill level 3","ANZSCO","Tennis Coach",0
2016-06-30,"452317","Skill level 3","ANZSCO","Other Sports Coach or Instructor",0
2016-06-30,"452414","Skill level 3","ANZSCO","Lifeguard",3
2016-06-30,"511111","Skill level 2","ANZSCO","Contract Administrator",0
